introgression_tract,Sdro,Sfra,Spal,Hpul,Overlapping Gene,Gene Name,Gene Length,Overlapping Bases,Percent Introgressed,Gene Coordinates,ECB Gene ID,Gene Synonyms,Curation Status,Gene Info,Echinobase GO,Echinobase KO,Tu GO
NW-022145612.1:14597781-14597837,17.43,16.27,18.55,23.16,LOC579914,cortactin binding protein 2,81252,56,0.06892138039679023,NW_022145612.1:14528322-14609574,ECB-GENEPAGE-23160079,Sp-Cttnbp2|SPU_017974|cortactin binding protein 2|LOC579914|cortactin-binding protein 2|LOC110974159,curated,n/a,n/a,n/a,n/a
NW-022145613.1:33008116-33008249,59.6,58.38,16.79,77.99,LOC586955,uncharacterized LOC586955,15667,133,0.8489181081253591,NW_022145613.1:32992778-33008445,ECB-GENEPAGE-23179400,LOC110973112,partially curated,n/a,n/a,n/a,n/a
NW-022145611.1:36695419-36695464,18.09,51.71,14.62,48.33,LOC582279,proto-oncogene tyrosine-protein kinase receptor Ret-like,7923,45,0.5679666792881485,NW_022145611.1:36691130-36699053,ECB-GENEPAGE-23154264,Sp-Cret|SPU_000667|ret protooncogene|Sp-RetL|ret proto-oncogene-like|Fgfr-like|Sp-hypothetical 1,partially curated,n/a,n/a,n/a,"Signaling,Signaling_RTK,Signaling_RTK_Receptor"
NW-022145611.1:32240166-32240296,27.0,42.75,14.41,74.88,LOC580408,inositol-tetrakisphosphate 1-kinase,34605,130,0.3756682560323653,NW_022145611.1:32235745-32270350,ECB-GENEPAGE-23153010,"LOC580408|Sp-Itpk1| inositol 1,3,4-triphosphate 5/6 kinase|SPU_007179|SPU_007734|LOC110977634",curated,n/a,n/a,n/a,n/a
NW-022145611.1:7574875-7575004,34.94,34.86,22.81,49.45,LOC589538,dynein cytoplasmic 2 light intermediate chain 1,12248,129,1.0532331809274984,NW_022145611.1:7574858-7587106,ECB-GENEPAGE-23147154,LOC589538|Sp-Dyn2_lic|SPU_018582|Sp-Dync2li1|SPU_008154|Dynein cytoplasmic2 light intermediate chain 1|cytoplasmic dynein 2 light intermediate chain 1|LOC110990337,curated,n/a,n/a,n/a,"Cytoskeleton,Cytoskeleton_Dynein,Cytoskeleton_Dynein|Cytoskeleton,Cytoskeleton_Dynein,Cytoskeleton_Dynein"
NW-022145598.1:13733325-13733431,43.81,56.89,25.45,50.77,LOC100893438,phosphatase and actin regulator 2,53759,106,0.19717628676128648,NW_022145598.1:13719118-13772877,ECB-GENEPAGE-23059502,Sp-Ppactr2|SPU_017749|phosphatase and actin regulator2|LOC110979352,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:8369147-8369275,75.13,54.98,15.48,8.48,LOC105439490,DNA helicase B-like,28431,128,0.4502127958918082,NW_022145607.1:8359591-8388022,ECB-GENEPAGE-23123631,Sp-HelbL_1|SPU_022782|dna|B-like-1|helicase|SPU_022781,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:9661164-9661292,18.53,53.96,39.98,74.08,LOC590832,sulfotransferase 1C4,11177,128,1.14520891115684,NW_022145610.1:9653063-9664240,ECB-GENEPAGE-23140298,SPU_011103|SPU_004966,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:17540473-17540600,25.59,27.05,11.29,67.57,LOC100888879,gamma-aminobutyric acid type B receptor subunit 1,22544,127,0.5633427963094393,NW_022145598.1:17522319-17544863,ECB-GENEPAGE-23060266,"Sp-Gabbr1_6| Gamma-aminobutyric acid type B receptor, subunit 1 precursor |GABA-B receptor 1| GABA-B-R1 | Gb1|SPU_008748",partially curated,n/a,n/a,n/a,n/a
NW-022145603.1:17843248-17843289,87.34,69.59,10.95,85.32,LOC100890356,peptidyl-prolyl cis-trans isomerase G,4332,41,0.9464450600184672,NW_022145603.1:17840694-17845026,ECB-GENEPAGE-23094750,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145604.1:10522680-10522807,13.28,36.38,8.28,37.28,LOC582696,replication timing regulatory factor 1,43306,127,0.2932619036623101,NW_022145604.1:10513429-10556735,ECB-GENEPAGE-23100335,Sp-Rif1L|RAP1 interacting factor homolog|Sp-Rif1| RAP1 interacting factor homolog-like |telomere-associated protein RIF1-like|hypothetical protein-193|Sp-Hypp_193|SPU_012553|SPU_023093|SPU_025047|SPU_011055|Rap1 interacting factor 1|LOC582696|telomere-associated protein RIF1,curated,n/a,n/a,n/a,n/a
NW-022145611.1:30167555-30167682,34.2,27.45,12.5,57.43,LOC586685,nidogen-1,34668,127,0.3663320641513788,NW_022145611.1:30136054-30170722,ECB-GENEPAGE-23152479,Sp-Nidogen|SPU_016055,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ECMOther,Adhesion_ECMOther"
NW-022145613.1:30316093-30316128,9.34,60.14,17.37,27.0,LOC586432,helicase with zinc finger domain 2,65073,35,0.05378574831343261,NW_022145613.1:30251372-30316445,ECB-GENEPAGE-23178893,"Sp-Zc3h7b_2|SPU_025286|zinc finger CCCH-type containing 7B-2|SPU_028163|SPU_026048|Sp-Helz-3|SPU_025716|helicase with zinc finger-3|Sp-Hypp_2524|SPU_020883|hypothetical protein-2524|zinc finger CCCH-type containing 7B-like|SPU_009355|SPU_020882|Sp-Helz2L|helicase with zinc finger 2, transcriptional coactivator-like",partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:17877364-17877489,94.86,69.59,18.29,69.31,LOC590268,uncharacterized LOC590268,12271,125,1.0186618857468828,NW_022145607.1:17867343-17879614,ECB-GENEPAGE-23125394,Sp-Hypp_1142|SPU_025191|hypothetical protein-1142|glucose-methanol-choline oxidoreductase|cholesterol oxidase|esterase/lipase-like,partially curated,n/a,n/a,KEGG:spu:590268,n/a
NW-022145613.1:22803777-22803792,79.73,64.53,15.2,70.0,LOC115920022,toll-like receptor 4,1528,15,0.981675392670157,NW_022145613.1:22803060-22804588,ECB-GENEPAGE-23177276,"Sp-Tlr163|SPU_002803|Sp-Tlr029|SPU_005850|Sp-Tubgcp5|tubulin, gamma complex associated protein 5|toll-like receptor",partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR|Metabolism,Metabolism_Lipid,Metabolism_Lipid"
NW-022145612.1:14096736-14096776,29.62,59.02,11.9,59.02,LOC100889046,adhesion G-protein coupled receptor G2,71710,40,0.05578022590991494,NW_022145612.1:14036296-14108006,ECB-GENEPAGE-23159968,Sp-NotchL_177|SPU_022655|notch-like177|Sp-Gpr64L_2|SPU_000730|G protein-coupled receptor 64-like-2|LOC110989187,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ReceptorGPCR,Adhesion_ReceptorGPCR"
NW-022145601.1:26999103-26999226,25.89,53.29,19.05,62.93,LOC115918082,uncharacterized LOC115918082,20838,123,0.5902677800172762,NW_022145601.1:26991818-27012656,ECB-GENEPAGE-23085269,natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)-6 |Sp-Npr1_6|SPU_004985,partially curated,n/a,n/a,"KEGG:spu:115918082,KEGG:spu:580109","Nervous,Nervous_NOSignaling,Nervous_NOSignaling"
NW-022145606.1:8427230-8427353,72.82,48.24,24.86,30.37,LOC105442755,uncharacterized LOC105442755,13141,123,0.9360018263450269,NW_022145606.1:8419006-8432147,ECB-GENEPAGE-23115369,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145613.1:34043787-34043863,51.36,58.36,18.37,77.32,LOC590007,titin,220906,76,0.03440377355074104,NW_022145613.1:33921583-34142489,ECB-GENEPAGE-23179508,Sp-Conn/Unc89L|Sp-Igf_12|Sp-Fn3/Igf_38|Sp-Ttn|Sp-Titan|Ttn|Sp-Titin|titin|SPU_005613|SPU_010006|SPU_017488|SPU_017487|SPU_022021|SPU_010007,partially curated,n/a,n/a,n/a,"Kinase,Kinase_CAMK,Kinase_CAMK|Adhesion,Adhesion_ReceptorIgFN3,Adhesion_ReceptorIgFN3|Adhesion,Adhesion_ReceptorIgFN3,Adhesion_ReceptorIgFN3"
NW-022145594.1:11663880-11664002,72.96,89.15,86.62,10.21,LOC105446011,caldesmon-like,12420,122,0.9822866344605475,NW_022145594.1:11658263-11670683,ECB-GENEPAGE-23029012,"SPU_002539|Sp-Hypp_358|SPU_001032|Sp-Hypp_1301|Sp-Hypp_1478|SPU_003738|hypothetical protein-1478|SPU_001033|Sp-Hypp_1554|hypothetical protein-1554|Sp-Hypp_396|SPU_003735|hypothetical protein-396; centromere protein F|350/400ka (mitosin)-like; CENP-F kinetochore protein-like|Sp-Hypp_1477|SPU_003737|hypothetical protein-1477|hypothetical protein-1301|Sp-Hypp_1365|SPU_002034|hypothetical protein-1365|Sp-Hypp_1476|SPU_003734|hypothetical protein-1476|SPU_004979|hypothetical protein-396|centromere protein F, 350/400ka (mitosin)-like|CENP-F kinetochore protein-like",partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:25682692-25682813,70.55,55.2,19.65,81.68,LOC100889321,NFX1-type zinc finger-containing protein 1,8859,121,1.3658426458968282,NW_022145607.1:25682399-25691258,ECB-GENEPAGE-23126862,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:3909148-3909211,12.83,38.05,9.83,29.02,LOC589845,high-affinity choline transporter 1,14962,63,0.421066702312525,NW_022145598.1:3900527-3915489,ECB-GENEPAGE-23057675,Sp-Slc5a7_2|Sp-Slc5a7_6|CHT|Hemicholinium-3-sensitive choline transporter|Solute carrier family 5 member 7|High-affinity choline transporter 1|SPU_022796|SPU_008646,partially curated,n/a,n/a,KEGG:spu:589845,"Metabolism,Metabolism_Lipid,Metabolism_Lipid|Metabolism,Metabolism_Lipid,Metabolism_Lipid"
NW-022145614.1:27166878-27166945,72.03,75.19,15.22,79.37,LOC577327,chromodomain-helicase-DNA-binding protein 8,52014,67,0.12881147383396777,NW_022145614.1:27157577-27209591,ECB-GENEPAGE-23186982,Sp-Chrom1|SPU_019459|chromatin remodeling factor CHROM1|Sp-Serrp1a|SPU_026723|LOC110974690,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:3826663-3826781,30.12,83.91,11.36,84.26,LOC579858,venom phosphodiesterase 2,39628,118,0.29776925406278393,NW_022145598.1:3805284-3844912,ECB-GENEPAGE-23057650,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145613.1:5290659-5290777,64.07,57.24,14.53,71.03,LOC586488,receptor tyrosine-protein kinase erbB-4,39104,118,0.301759410801964,NW_022145613.1:5285461-5324565,ECB-GENEPAGE-23172843,Sp-Egfr|SPU_008595|SPU_024012|SPU_013366|epidermal growth factor receptor-like|Erbb-like,partially curated,n/a,n/a,n/a,"Signaling,Signaling_RTK,Signaling_RTK_Receptor"
NW-022145613.1:33122636-33122661,21.56,37.04,15.64,54.96,LOC100888152,fibrous sheath CABYR-binding protein,14862,25,0.16821423765307494,NW_022145613.1:33109856-33124718,ECB-GENEPAGE-23179424,Sp-Lrch4| leucine-rich repeats and calponin homology (CH) domain containing 4 |SPU_007304,partially curated,n/a,n/a,KEGG:spu:100888152,n/a
NW-022145607.1:38411637-38411753,77.0,71.26,14.37,61.59,LOC581070,PC3-like endoprotease variant B,24388,116,0.4756437592258488,NW_022145607.1:38391541-38415929,ECB-GENEPAGE-23129521,"Sp-Furin|Pcsk-like|furin (paired basic amino acid cleaving enzyme, PACE)-like|Sp-FurinL3|Furin-like protease 1| Furin-1, Kex2-like endoprotease 1 |dKLIP-1|SPU_010722|Sp-Furin1|LOC110983302",partially curated,n/a,n/a,n/a,"Signaling,Signaling_TGFB,Signaling_TGFB_Modulator"
NW-022145610.1:12462691-12462807,28.11,58.66,12.0,14.34,LOC100888092,CDK5 regulatory subunit-associated protein 2-like,51636,116,0.2246494693624603,NW_022145610.1:12430028-12481664,ECB-GENEPAGE-23140840,SPU_001466,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:25696397-25696512,54.07,60.08,14.6,61.57,LOC575038,regucalcin,12823,41,0.3197379708336583,NW_022145598.1:25696471-25709294,ECB-GENEPAGE-23061745,SPU_007135,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:13986127-13986241,80.35,68.78,10.89,91.9,LOC100889773,midasin,10148,114,1.1233740638549468,NW_022145610.1:13977935-13988083,ECB-GENEPAGE-23141062,Sp-Hypp_361|SPU_002651|hypothetical protein-361|LOC110988126,partially curated,n/a,n/a,KEGG:spu:100889773,n/a
NW-022145610.1:35241059-35241173,30.35,26.31,9.65,18.41,LOC594380,down-regulator of transcription 1,3639,114,3.1327287716405605,NW_022145610.1:35239988-35243627,ECB-GENEPAGE-23145409,LOC594380|Sp-Dr1|down-regulator of transcription 1|SPU_027482|LOC110975834,curated,n/a,"GO:0000122,GO:0017054,GO:0046982,GO:0140223",KEGG:spu:594380,n/a
NW-022145606.1:43465231-43465344,47.85,41.31,13.8,55.37,LOC105443599,transcription factor RFX4-like,26260,113,0.4303122619954304,NW_022145606.1:43442374-43468634,ECB-GENEPAGE-23120803,SPU_002576,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:7290146-7290259,43.73,51.61,12.26,63.72,LOC588438,laminin subunit alpha-2,35307,113,0.3200498484719744,NW_022145610.1:7278990-7314297,ECB-GENEPAGE-23139978,Sp-LamB2Lf|SPU_001768|LOC110987532,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ECMLaminin,Adhesion_ECMLaminin"
NW-022145602.1:9666063-9666086,31.61,40.22,9.96,24.3,LOC762764,uncharacterized LOC762764,27447,23,0.08379786497613582,NW_022145602.1:9653692-9681139,ECB-GENEPAGE-23088878,Sp-Ggdef|SPU_001225,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:22139103-22139215,58.24,69.57,17.08,74.18,LOC586064,ubiquitin protein ligase E3 component n-recognin 4,135390,112,0.0827239825688751,NW_022145610.1:22099025-22234415,ECB-GENEPAGE-23142762,"Sp-Ubr4-3|SPU_017382|ubiquitin protein ligase E3 component n-recognin 4-3|Sp-Ubr4_7|SPU_026187|ubiquitin protein ligase E3 component n-recognin 4-7|retinoblastoma-associated factor 600|p600|SPU_021009|SPU_008626|Sp-Ubr4_5|SPU_019862|ubiquitin protein ligase E3 component n-recognin 4-5|Sp-Ubr4|SPU_000531|ubiquitin protein ligase E3 component n-region 4|SPU_002186|SPU_020170|Sp-Ubr4-4|SPU_000516|Sp-Ubr4_6|SPU_020640|ubiquitin protein ligase E3 component n-recognin 4-6|Sp-Ubr4_1|SPU_018044|ubiquitin protein ligase E3 component n-recognin 4-1|SPU_021714|SPU_003505|SPU_026964|Sp-Ubr4_2|SPU_014852|zinc finger|UBR1 type 1-2; ubiquitin protein ligase E3 component n-recognin 4-2|SPU_007438|Sp-Ubr4L|SPU_027477|ubiquitin protein ligase E3 component n-recognin 4-like|ubiquitin protein ligase E3 component n-recognin 4-4|zinc finger, UBR1 type 1-2|ubiquitin protein ligase E3 component n-recognin 4-2|LOC586064|E3 ubiquitin-protein ligase UBR4|LOC110975763",curated,n/a,n/a,n/a,n/a
NW-022145613.1:19322680-19322791,36.62,52.29,21.41,52.72,LOC588072,pitrilysin metallopeptidase 1,32994,111,0.33642480450991086,NW_022145613.1:19311721-19344715,ECB-GENEPAGE-23176488,"LOC588072|Sp-Mprot1L|SPU_009230|pitrilysin|Sp-Mprot1L_1|SPU_019059|SPU_020351|Sp-Mprot1L_2|SPU_013144|Sp-Pitrm1|SPU_025105|pitrilysin metallopeptidase 1|metalloprotease 1|presequence protease, mitochondrial|LOC110991152",curated,n/a,"GO:0004222,GO:0006508,GO:0046872",n/a,"Metalloprotease,Metalloprotease,Metalloprotease|Metalloprotease,Metalloprotease,Metalloprotease"
NW-022145600.1:1448224-1448334,65.19,52.24,21.58,80.4,LOC579608,uncharacterized LOC579608,14973,110,0.7346557136178455,NW_022145600.1:1437267-1452240,ECB-GENEPAGE-23072378,Sp-Hypp_2324|SPU_017446|hypothetical protein-2324|Sp-Hypp_2599|SPU_022142|hypothetical protein-2599|SPU_017447,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:11955167-11955174,91.57,77.14,16.57,89.57,LOC100888504,zinc finger protein 184,8700,7,0.08045977011494253,NW_022145594.1:11954179-11962879,ECB-GENEPAGE-23029092,SPU_003737|Sp-Hypp_1477,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:35459629-35459717,33.07,44.03,14.98,42.72,LOC586142,protein phosphatase 1 catalytic subunit alpha-like,40521,88,0.21717134325411513,NW_022145605.1:35454734-35495255,ECB-GENEPAGE-23112864,"LOC586142|Sp-Pp1_2|SPU_006956|serine/threonine protein phosphatase I|catalytic subunit;PP-1; PPP1; PP-1|Sp-Pp1L|SPU_008700|catalytic subunit; PPP1-like; PP-1-like|serine/threonine protein phosphatase I, catalytic subunit|PPP1-like|PP-1-like|Sp-Ppp1caL|Ppp1ca/c-like|PP-1A/G|LOC110987563",partially curated,n/a,"GO:0017018,GO:0046872",n/a,"Phosphatase,Phosphatase_SerineThreonine,Phosphatase_SerineThreonine|Phosphatase,Phosphatase_SerineThreonine,Phosphatase_SerineThreonine"
NW-022145609.1:34375918-34376026,73.96,16.4,14.09,66.17,LOC585276,thimet oligopeptidase,20330,108,0.5312346286276439,NW_022145609.1:34362860-34383190,ECB-GENEPAGE-23137329,LOC110987267,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:5868857-5868965,39.88,44.18,20.08,63.32,LOC105439659,uncharacterized LOC105439659,13501,108,0.7999407451299904,NW_022145610.1:5863462-5876963,ECB-GENEPAGE-23139688,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:17457182-17457289,29.97,67.1,20.93,59.88,LOC115926705,protein-tyrosine sulfotransferase 1-like,37463,107,0.2856151402717348,NW_022145605.1:17434318-17471781,ECB-GENEPAGE-23108685,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:1796790-1796896,19.26,53.61,33.28,73.33,LOC105441220,tyrosine-protein kinase receptor Tie-2-like,12429,106,0.8528441547992599,NW_022145609.1:1786218-1798647,ECB-GENEPAGE-23130773,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145613.1:36572624-36572730,32.41,58.36,18.29,52.32,LOC100893469,repressor of yield of DENV protein homolog,9828,106,1.0785510785510786,NW_022145613.1:36570230-36580058,ECB-GENEPAGE-23180119,SPU_007837|LOC110986665,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:19066838-19066938,18.37,36.88,19.3,32.0,LOC115917941,uncharacterized LOC115917941,2779,100,3.5984166966534725,NW_022145594.1:19064451-19067230,ECB-GENEPAGE-23029923,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:2773557-2773662,44.47,16.66,28.36,51.55,LOC579258,collagen alpha-1(XXII) chain,50102,105,0.20957247215680014,NW_022145598.1:2741545-2791647,ECB-GENEPAGE-23057501,Sp-Colf_10|SPU_023283|Sp-Colf_5|SPU_013354|Sp-Col9a1|SPU_003214|alpha 1 type IX collagen|LOC110978742,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ECMCollagen,Adhesion_ECMCollagen|Adhesion,Adhesion_ECMCollagen,Adhesion_ECMCollagen|Adhesion,Adhesion_ECMCollagen,Adhesion_ECMCollagen"
NW-022145598.1:15278181-15278202,43.1,53.95,21.95,69.86,LOC594465,poly(U)-specific endoribonuclease,9163,21,0.2291825821237586,NW_022145598.1:15276088-15285251,ECB-GENEPAGE-23059780,SPU_004105,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:13094487-13094504,20.12,28.71,16.35,41.65,LOC575902,cytohesin-1,64176,17,0.02648965345300424,NW_022145599.1:13078373-13142549,ECB-GENEPAGE-23066733,Sp-Phscd1|SPU_019999|pleckstrin homology|Sec7 and coiled/coil domains 1|LOC110979680,partially curated,n/a,n/a,n/a,n/a
NW-022145613.1:12305617-12305695,74.81,62.18,12.74,74.92,LOC586214,NADH:ubiquinone oxidoreductase core subunit V1,11256,78,0.6929637526652452,NW_022145613.1:12302683-12313939,ECB-GENEPAGE-23175046,"LOC586214|Complex I-51KD |CI-51kD| NADH dehydrogenase flavoprotein 1 |NADH-ubiquinone oxidoreductase 51 kDa subunit|Sp-Ndufv1|SPU_026050|NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial|LOC110975287",curated,n/a,n/a,n/a,"Metabolism,Metabolism_Energy,Metabolism_Energy"
NW-022145594.1:23186667-23186770,27.92,31.3,16.69,41.98,LOC590794,cell surface glycoprotein 1,18717,103,0.5503018646150558,NW_022145594.1:23182926-23201643,ECB-GENEPAGE-23030430,SPU_015016,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:27707103-27707206,28.17,10.2,19.96,45.86,LOC580687,TATA element modulatory factor 1,46130,103,0.22328202904834163,NW_022145599.1:27663413-27709543,ECB-GENEPAGE-23069767,Sp-Tmf1|SPU_004130|TATA element modulatory factor 1|Sp-Tmf1L|SPU_013972|TATA element modulatory factor 1-like|LOC580687|TATA element modulatory factor|LOC110980853,curated,n/a,n/a,n/a,n/a
NW-022145606.1:16522544-16522647,38.35,44.66,22.62,49.36,LOC576515,farnesyl diphosphate synthase,18854,103,0.5463031717407447,NW_022145606.1:16506629-16525483,ECB-GENEPAGE-23116701,Farnesyl diphosphate synthetase|fps|FPP synthetase|Sp-Fdps| Dimethylallyltranstransferase | Geranyltranstransferase |LOC576515|farnesyl pyrophosphate synthase|SPU_002996|Farnesyl pyrophosphate synthetase|LOC110982376,curated,n/a,n/a,n/a,n/a
NW-022145596.1:28232584-28232686,30.8,55.2,9.36,72.66,LOC586758,leucine-rich repeat-containing protein 51,5629,102,1.8120447681648606,NW_022145596.1:28229539-28235168,ECB-GENEPAGE-23048435,SPU_003046|SPU_015224,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:33688186-33688288,34.63,43.64,17.08,40.62,LOC577048,transcription factor COE3,44352,102,0.229978354978355,NW_022145600.1:33675211-33719563,ECB-GENEPAGE-23078788,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:4476623-4476725,24.79,27.17,19.5,38.2,LOC100890279,uncharacterized LOC100890279,6001,102,1.69971671388102,NW_022145607.1:4474812-4480813,ECB-GENEPAGE-23123057,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:28539565-28539667,21.27,8.73,17.54,45.43,LOC754172,leucine-rich repeat serine/threonine-protein kinase 1,79231,102,0.12873748911410937,NW_022145607.1:28509597-28588828,ECB-GENEPAGE-23127514,"Sp-Lrrka|SPU_009036|leucine-rich repeat kinase 1|SPU_020042|Sp-Hypp_290|SPU_028788|hypothetical protein-290; lucine-rich repeats|ras-like domain|kinase protein-like|Sp-Hypp_566|SPU_009035|hypothetical protein-566|hypothetical protein-290|lucine-rich repeats, ras-like domain, kinase protein-like",partially curated,n/a,n/a,n/a,"Kinase,Kinase_TKL,Kinase_TKL"
NW-022145609.1:28777612-28777714,51.25,51.81,23.48,60.39,LOC586239,tubulin tyrosine ligase like 7,27315,102,0.3734211971444261,NW_022145609.1:28775351-28802666,ECB-GENEPAGE-23136099,Sp-Ttll7| tubulin tyrosine ligase-like family member 7|SPU_012163|SPU_012162|LOC586239|tubulin polyglutamylase TTLL7|LOC110977456,curated,n/a,n/a,n/a,n/a
NW-022145598.1:22614436-22614494,82.98,37.74,11.57,57.26,LOC100888652,missing,17203,58,0.33715049700633615,NW_022145598.1:22612136-22629339,ECB-GENEPAGE-23061157,Sp-Hypp_3032|SPU_021405|hypothetical protein-3032,partially curated,n/a,n/a,n/a,n/a
NW-022145613.1:18114667-18114768,11.54,8.14,8.02,21.82,LOC115918074,sodium bicarbonate cotransporter 3-like,58266,101,0.1733429444272818,NW_022145613.1:18065973-18124239,ECB-GENEPAGE-23176368,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145596.1:8262573-8262673,28.39,98.54,24.08,89.08,LOC100893496,uncharacterized LOC100893496,2480,100,4.032258064516129,NW_022145596.1:8262120-8264600,ECB-GENEPAGE-23044432,SPU_006240|Sp-Hypp_1640|SPU_006246|Sp-Hypp_1641|hypothetical protein-1641,partially curated,n/a,GO:0046872,KEGG:spu:100893496,n/a
NW-022145598.1:6257800-6257900,30.71,40.13,16.04,38.85,LOC105438996,uncharacterized LOC105438996,24436,100,0.4092322802422655,NW_022145598.1:6235258-6259694,ECB-GENEPAGE-23058043,Sp-Notch1-19|SPU_023844|notch 1 homolog-19,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:7607934-7607982,44.48,53.37,12.48,39.08,LOC581976,prominin-1-A,102203,48,0.04696535326751661,NW_022145600.1:7598859-7701062,ECB-GENEPAGE-23073697,SPU_027812|Sp-Prom1_1|SPU_022457|prominin 1-1|Sp-Prom1L|SPU_005134|prominin 1-like|SPU_027811|LOC110973840,partially curated,n/a,n/a,n/a,n/a
