ECB-GENEPAGE-23009062	ECB-GENE-23009063	LOC105443448	KEGG:spu:105443448
ECB-GENEPAGE-23173797	ECB-GENE-23173798	LOC373341	KEGG:spu:373325,KEGG:spu:373341,KEGG:spu:373343,KEGG:spu:373346,KEGG:spu:752187,KEGG:spu:753158,KEGG:spu:753782,KEGG:spu:753944,KEGG:spu:754292,KEGG:spu:754479
ECB-GENEPAGE-23173802	ECB-GENE-23173803	LOC373340	KEGG:spu:373340
ECB-GENEPAGE-23173816	ECB-GENE-23173817	LOC592650	KEGG:spu:592650
ECB-GENEPAGE-23173839	ECB-GENE-23173840	LOC580034	KEGG:spu:580034
ECB-GENEPAGE-23173909	ECB-GENE-23173910	LOC583297	KEGG:spu:583297
ECB-GENEPAGE-23174106	ECB-GENE-23174107	LOC582150	KEGG:spu:582150
ECB-GENEPAGE-23174140	ECB-GENE-23174141	LOC578973	KEGG:spu:578973
ECB-GENEPAGE-23174166	ECB-GENE-23174167	e2f3	KEGG:spu:762571
ECB-GENEPAGE-23174263	ECB-GENE-23174264	LOC591682	KEGG:spu:591682
ECB-GENEPAGE-23174340	ECB-GENE-23174341	LOC576516	KEGG:spu:576516
ECB-GENEPAGE-23174346	ECB-GENE-23174347	znf658bl	KEGG:spu:100890432
ECB-GENEPAGE-23174352	ECB-GENE-23174353	LOC100890364	KEGG:spu:100890364
ECB-GENEPAGE-23174439	ECB-GENE-23174440	LOC583511	KEGG:spu:583511
ECB-GENEPAGE-23174535	ECB-GENE-23174536	LOC577239	KEGG:spu:577239
ECB-GENEPAGE-23174736	ECB-GENE-23174737	LOC588172	KEGG:spu:588172
ECB-GENEPAGE-23174744	ECB-GENE-23174745	LOC586013	KEGG:spu:586013
ECB-GENEPAGE-23174755	ECB-GENE-23174756	LOC586030	KEGG:spu:586030
ECB-GENEPAGE-23174783	ECB-GENE-23174784	LOC548620	KEGG:spu:548620
ECB-GENEPAGE-23174799	ECB-GENE-23174800	ttpal	KEGG:spu:575290
ECB-GENEPAGE-23175090	ECB-GENE-23175091	LOC589689	KEGG:spu:589689
ECB-GENEPAGE-23175211	ECB-GENE-23175212	LOC578917	KEGG:spu:578917
ECB-GENEPAGE-23175218	ECB-GENE-23175219	snrnp40	KEGG:spu:578850
ECB-GENEPAGE-23175411	ECB-GENE-23175412	efhc1	KEGG:spu:378944
ECB-GENEPAGE-23175445	ECB-GENE-23175446	LOC583575	KEGG:spu:583575
ECB-GENEPAGE-23175472	ECB-GENE-23175473	LOC583662	KEGG:spu:583662
ECB-GENEPAGE-23175502	ECB-GENE-23175503	pabp	KEGG:spu:576206
ECB-GENEPAGE-23175512	ECB-GENE-23175513	dnali1	KEGG:spu:373273
ECB-GENEPAGE-23175519	ECB-GENE-23175520	emc2	KEGG:spu:581413
ECB-GENEPAGE-23175543	ECB-GENE-23175544	rpl19	KEGG:spu:593861
ECB-GENEPAGE-23175549	ECB-GENE-23175550	ago4	KEGG:spu:593855
ECB-GENEPAGE-23175574	ECB-GENE-23175575	ago1b	KEGG:spu:576922
ECB-GENEPAGE-23175846	ECB-GENE-23175847	npc1	KEGG:spu:579887
ECB-GENEPAGE-23175860	ECB-GENE-23175861	LOC753728	KEGG:spu:753728
ECB-GENEPAGE-23175867	ECB-GENE-23175868	LOC752633	KEGG:spu:752633
ECB-GENEPAGE-23175890	ECB-GENE-23175891	LOC100891994	KEGG:spu:100891994
ECB-GENEPAGE-23175898	ECB-GENE-23175899	LOC581364	KEGG:spu:581364
ECB-GENEPAGE-23176013	ECB-GENE-23176014	abhd13	KEGG:spu:591637
ECB-GENEPAGE-23176025	ECB-GENE-23176026	LOC588197	KEGG:spu:588197
ECB-GENEPAGE-23176144	ECB-GENE-23176145	LOC581891	KEGG:spu:581891
ECB-GENEPAGE-23176187	ECB-GENE-23176188	LOC100890911	KEGG:spu:100890911
ECB-GENEPAGE-23176198	ECB-GENE-23176199	LOC105447579	KEGG:spu:105447579
ECB-GENEPAGE-23176287	ECB-GENE-23176288	NBC	KEGG:spu:593565
ECB-GENEPAGE-23176325	ECB-GENE-23176326	LOC580897	KEGG:spu:580897
ECB-GENEPAGE-23176356	ECB-GENE-23176357	arc1	KEGG:spu:580868
ECB-GENEPAGE-23176589	ECB-GENE-23176590	ctnnb1	KEGG:spu:576711
ECB-GENEPAGE-23176686	ECB-GENE-23176687	sp5	KEGG:spu:584138
ECB-GENEPAGE-23176692	ECB-GENE-23176693	eif1	KEGG:spu:593736
ECB-GENEPAGE-23176805	ECB-GENE-23176806	armc4	KEGG:spu:589555
ECB-GENEPAGE-23176847	ECB-GENE-23176848	coel1	KEGG:spu:373409
ECB-GENEPAGE-23176892	ECB-GENE-23176893	LOC587240	KEGG:spu:587240
ECB-GENEPAGE-23176955	ECB-GENE-23176956	LOC591686	KEGG:spu:591686
ECB-GENEPAGE-23176968	ECB-GENE-23176969	klf6	KEGG:spu:588024
ECB-GENEPAGE-23176989	ECB-GENE-23176990	LOC576486	KEGG:spu:576486
ECB-GENEPAGE-23177141	ECB-GENE-23177142	LOC584771	KEGG:spu:584771
ECB-GENEPAGE-23177175	ECB-GENE-23177176	LOC577973	KEGG:spu:577973
ECB-GENEPAGE-23177208	ECB-GENE-23177209	LOC105440580	KEGG:spu:105440580
ECB-GENEPAGE-23177258	ECB-GENE-23177259	LOC100889819	KEGG:spu:100889819
ECB-GENEPAGE-23177395	ECB-GENE-23177396	LOC581334	KEGG:spu:581334
ECB-GENEPAGE-23177453	ECB-GENE-23177454	LOC576116	KEGG:spu:576116
ECB-GENEPAGE-23177505	ECB-GENE-23177506	MTB1	KEGG:spu:373378
ECB-GENEPAGE-23177647	ECB-GENE-23177648	LOC586157	KEGG:spu:586157
ECB-GENEPAGE-23177661	ECB-GENE-23177662	LOC100888623	KEGG:spu:100888623
ECB-GENEPAGE-23177698	ECB-GENE-23177699	LOC577116	KEGG:spu:577116
ECB-GENEPAGE-23177857	ECB-GENE-23177858	LOC762881	KEGG:spu:762881
ECB-GENEPAGE-23177945	ECB-GENE-23177946	LOC584345	KEGG:spu:584345
ECB-GENEPAGE-23177994	ECB-GENE-23177995	LOC575018	KEGG:spu:575018
ECB-GENEPAGE-23178138	ECB-GENE-23178139	slc16a3	KEGG:spu:105446319
ECB-GENEPAGE-23178362	ECB-GENE-23178363	LOC592290	KEGG:spu:592290
ECB-GENEPAGE-23178463	ECB-GENE-23178464	psmf1	KEGG:spu:577551
ECB-GENEPAGE-23178469	ECB-GENE-23178470	LOC100891562	KEGG:spu:100891562
ECB-GENEPAGE-23178647	ECB-GENE-23178648	cops8	KEGG:spu:754379
ECB-GENEPAGE-23178683	ECB-GENE-23178684	LOC100891879	KEGG:spu:100891879
ECB-GENEPAGE-23178799	ECB-GENE-23178800	fzd2	KEGG:spu:576574
ECB-GENEPAGE-23178805	ECB-GENE-23178806	LOC576645	KEGG:spu:576645
ECB-GENEPAGE-23178875	ECB-GENE-23178876	LOC587394	KEGG:spu:587394
ECB-GENEPAGE-23178979	ECB-GENE-23178980	adv	KEGG:spu:585300
ECB-GENEPAGE-23179015	ECB-GENE-23179016	LOC578310	KEGG:spu:578310
ECB-GENEPAGE-23179054	ECB-GENE-23179055	LOC753028	KEGG:spu:753028
ECB-GENEPAGE-23179106	ECB-GENE-23179107	tbr1	KEGG:spu:586389
ECB-GENEPAGE-23179237	ECB-GENE-23179238	prmt2	KEGG:spu:581121
ECB-GENEPAGE-23179252	ECB-GENE-23179253	LOC100891628	KEGG:spu:100891628
ECB-GENEPAGE-23179279	ECB-GENE-23179280	ube2f	KEGG:spu:585557
ECB-GENEPAGE-23179351	ECB-GENE-23179352	LOC580125	KEGG:spu:580125
ECB-GENEPAGE-23179424	ECB-GENE-23179425	LOC100888152	KEGG:spu:100888152
ECB-GENEPAGE-23179432	ECB-GENE-23179433	nsf	KEGG:spu:373397
ECB-GENEPAGE-23179440	ECB-GENE-23179441	LOC586977	KEGG:spu:586977
ECB-GENEPAGE-23179450	ECB-GENE-23179451	LOC100888294	KEGG:spu:100888294
ECB-GENEPAGE-23179456	ECB-GENE-23179457	LOC752566	KEGG:spu:752566
ECB-GENEPAGE-23179564	ECB-GENE-23179565	ccdc103	KEGG:spu:591345
ECB-GENEPAGE-23179627	ECB-GENE-23179628	LOC590385	KEGG:spu:590385
ECB-GENEPAGE-23179642	ECB-GENE-23179643	LOC584508	KEGG:spu:584508
ECB-GENEPAGE-23179674	ECB-GENE-23179675	LOC100891315	KEGG:spu:100891315
ECB-GENEPAGE-23179704	ECB-GENE-23179705	LOC577848	KEGG:spu:577848
ECB-GENEPAGE-23179739	ECB-GENE-23179740	LOC578828	KEGG:spu:578828
ECB-GENEPAGE-23179744	ECB-GENE-23179745	LOC578897	KEGG:spu:578897
ECB-GENEPAGE-23179750	ECB-GENE-23179751	LOC578962	KEGG:spu:578962
ECB-GENEPAGE-23179782	ECB-GENE-23179783	LOC105445896	KEGG:spu:105445896
ECB-GENEPAGE-23179842	ECB-GENE-23179843	LOC578017	KEGG:spu:578017
ECB-GENEPAGE-23179941	ECB-GENE-23179942	LOC586543	KEGG:spu:586543
ECB-GENEPAGE-23179973	ECB-GENE-23179974	nmral1	KEGG:spu:592310
ECB-GENEPAGE-23179992	ECB-GENE-23179993	LOC756768	KEGG:spu:756768
ECB-GENEPAGE-23179998	ECB-GENE-23179999	LOC587263	KEGG:spu:587263
ECB-GENEPAGE-23180086	ECB-GENE-23180087	znf53l	KEGG:spu:100888106
ECB-GENEPAGE-23180092	ECB-GENE-23180093	efhb	KEGG:spu:578680
ECB-GENEPAGE-23180098	ECB-GENE-23180099	LOC578627	KEGG:spu:578627
ECB-GENEPAGE-23180112	ECB-GENE-23180113	slc35f5	KEGG:spu:594453
ECB-GENEPAGE-23180147	ECB-GENE-23180148	wnt1	KEGG:spu:373498
ECB-GENEPAGE-23180159	ECB-GENE-23180160	wnt6	KEGG:spu:585147
ECB-GENEPAGE-23180199	ECB-GENE-23180200	dnajb11	KEGG:spu:588440
ECB-GENEPAGE-23180206	ECB-GENE-23180207	LOC592771	KEGG:spu:592771
ECB-GENEPAGE-23180242	ECB-GENE-23180243	ube2g2	KEGG:spu:585800
ECB-GENEPAGE-23180254	ECB-GENE-23180255	LOC585836	KEGG:spu:585836
ECB-GENEPAGE-23180273	ECB-GENE-23180274	LOC757208	KEGG:spu:757208
ECB-GENEPAGE-23180308	ECB-GENE-23180309	LOC576786	KEGG:spu:576786
ECB-GENEPAGE-23180362	ECB-GENE-23180363	p58b	KEGG:spu:576492
ECB-GENEPAGE-23180394	ECB-GENE-23180395	LOC753472	KEGG:spu:753472
ECB-GENEPAGE-23180600	ECB-GENE-23180601	nr4a2	KEGG:spu:581160
ECB-GENEPAGE-23180624	ECB-GENE-23180625	LOC581328	KEGG:spu:581328
ECB-GENEPAGE-23180761	ECB-GENE-23180762	LOC105446193	KEGG:spu:105446193
ECB-GENEPAGE-23180788	ECB-GENE-23180789	LOC756129	KEGG:spu:756129
ECB-GENEPAGE-23180801	ECB-GENE-23180802	cdc6	KEGG:spu:373248
ECB-GENEPAGE-23180995	ECB-GENE-23180996	LOC100891420	KEGG:spu:100891420
ECB-GENEPAGE-23181000	ECB-GENE-23181001	LOC764257	KEGG:spu:764257
ECB-GENEPAGE-23181268	ECB-GENE-23181269	LOC576394	KEGG:spu:576394
ECB-GENEPAGE-23181274	ECB-GENE-23181275	gins3	KEGG:spu:576325
ECB-GENEPAGE-23181345	ECB-GENE-23181346	LOC105440145	KEGG:spu:105440145
ECB-GENEPAGE-23181350	ECB-GENE-23181351	LOC579574	KEGG:spu:579574
ECB-GENEPAGE-23181384	ECB-GENE-23181385	LOC100891730	KEGG:spu:100891730
ECB-GENEPAGE-23181413	ECB-GENE-23181414	LOC592809	KEGG:spu:592809
ECB-GENEPAGE-23181419	ECB-GENE-23181420	LOC593807	KEGG:spu:593807
ECB-GENEPAGE-23181450	ECB-GENE-23181451	LOC105440147	KEGG:spu:105440147
ECB-GENEPAGE-23181512	ECB-GENE-23181513	foxq1	KEGG:spu:751847
ECB-GENEPAGE-23181534	ECB-GENE-23181535	LOC591683	KEGG:spu:591683
ECB-GENEPAGE-23181540	ECB-GENE-23181541	LOC591663	KEGG:spu:591663
ECB-GENEPAGE-23181556	ECB-GENE-23181557	LOC100889571	KEGG:spu:100889571
ECB-GENEPAGE-23181615	ECB-GENE-23181616	LOC585666	KEGG:spu:585666
ECB-GENEPAGE-23181626	ECB-GENE-23181627	LOC585364	KEGG:spu:585364
ECB-GENEPAGE-23181692	ECB-GENE-23181693	LOC580779	KEGG:spu:580779
ECB-GENEPAGE-23181729	ECB-GENE-23181730	dpm1	KEGG:spu:589166
ECB-GENEPAGE-23181745	ECB-GENE-23181746	LOC588523	KEGG:spu:588523
ECB-GENEPAGE-23181751	ECB-GENE-23181752	Rag1L	KEGG:spu:588498
ECB-GENEPAGE-23181764	ECB-GENE-23181765	Rag2L	KEGG:spu:613125
ECB-GENEPAGE-23181846	ECB-GENE-23181847	LOC586372	KEGG:spu:586372
ECB-GENEPAGE-23181852	ECB-GENE-23181853	cbfb	KEGG:spu:574826
ECB-GENEPAGE-23181872	ECB-GENE-23181873	LOC576814	KEGG:spu:576814
ECB-GENEPAGE-23181884	ECB-GENE-23181885	LOC576609	KEGG:spu:576609
ECB-GENEPAGE-23181971	ECB-GENE-23181972	LOC753756	KEGG:spu:753756
ECB-GENEPAGE-23181983	ECB-GENE-23181984	eepd1	KEGG:spu:579292
ECB-GENEPAGE-23181989	ECB-GENE-23181990	kiaa0895l	KEGG:spu:579349
ECB-GENEPAGE-23182036	ECB-GENE-23182037	LOC579795	KEGG:spu:579795
ECB-GENEPAGE-23182060	ECB-GENE-23182061	LOC763690	KEGG:spu:763690
ECB-GENEPAGE-23182076	ECB-GENE-23182077	LOC753944	KEGG:spu:373325,KEGG:spu:373341,KEGG:spu:373343,KEGG:spu:373346,KEGG:spu:752187,KEGG:spu:753158,KEGG:spu:753782,KEGG:spu:753944,KEGG:spu:754292,KEGG:spu:754479
ECB-GENEPAGE-23182152	ECB-GENE-23182153	LOC373526	KEGG:spu:373526
ECB-GENEPAGE-23182177	ECB-GENE-23182178	LOC100893019	KEGG:spu:100893019
ECB-GENEPAGE-23182336	ECB-GENE-23182337	LOC579487	KEGG:spu:579487
ECB-GENEPAGE-23182341	ECB-GENE-23182342	cyhr1	KEGG:spu:579546
ECB-GENEPAGE-23182377	ECB-GENE-23182378	LOC100893503	KEGG:spu:100893503
ECB-GENEPAGE-23182503	ECB-GENE-23182504	LOC100888323	KEGG:spu:100888323
ECB-GENEPAGE-23182531	ECB-GENE-23182532	LOC581191	KEGG:spu:581191
ECB-GENEPAGE-23182559	ECB-GENE-23182560	irx4	KEGG:spu:590306
ECB-GENEPAGE-23182581	ECB-GENE-23182582	LOC105436844	KEGG:spu:105436844
ECB-GENEPAGE-23182610	ECB-GENE-23182611	LOC100893119	KEGG:spu:100893119
ECB-GENEPAGE-23182653	ECB-GENE-23182654	psmd7	KEGG:spu:575334
ECB-GENEPAGE-23182667	ECB-GENE-23182668	foxc1	KEGG:spu:575199
ECB-GENEPAGE-23182675	ECB-GENE-23182676	foxl1	KEGG:spu:579718
ECB-GENEPAGE-23182736	ECB-GENE-23182737	LOC579467	KEGG:spu:579467
ECB-GENEPAGE-23182767	ECB-GENE-23182768	LOC373354	KEGG:spu:373354
ECB-GENEPAGE-23182898	ECB-GENE-23182899	ube2c	KEGG:spu:590901
ECB-GENEPAGE-23183003	ECB-GENE-23183004	mettl17	KEGG:spu:583426
ECB-GENEPAGE-23183018	ECB-GENE-23183019	LOC100893477	KEGG:spu:100893477
ECB-GENEPAGE-23183024	ECB-GENE-23183025	LOC575471	KEGG:spu:575471
ECB-GENEPAGE-23183040	ECB-GENE-23183041	pkd1l2a	KEGG:spu:373460
ECB-GENEPAGE-23183057	ECB-GENE-23183058	dsel	KEGG:spu:582950
ECB-GENEPAGE-23183075	ECB-GENE-23183076	LOC100891091	KEGG:spu:100891091
ECB-GENEPAGE-23183172	ECB-GENE-23183173	ano10	KEGG:spu:580925
ECB-GENEPAGE-23183268	ECB-GENE-23183269	LOC100893231	KEGG:spu:100893231
ECB-GENEPAGE-23183274	ECB-GENE-23183275	LOC592990	KEGG:spu:592990
ECB-GENEPAGE-23183295	ECB-GENE-23183296	LOC593017	KEGG:spu:593017
ECB-GENEPAGE-23183342	ECB-GENE-23183343	LOC100891487	KEGG:spu:100891487
ECB-GENEPAGE-23183352	ECB-GENE-23183353	tubb1	KEGG:spu:373275
ECB-GENEPAGE-23183403	ECB-GENE-23183404	LOC579716	KEGG:spu:579716
ECB-GENEPAGE-23183407	ECB-GENE-23183408	LOC579652	KEGG:spu:579652
ECB-GENEPAGE-23183471	ECB-GENE-23183472	aprt	KEGG:spu:583890
ECB-GENEPAGE-23183534	ECB-GENE-23183535	spec1	KEGG:spu:373443
ECB-GENEPAGE-23183547	ECB-GENE-23183548	spec2c	KEGG:spu:373447
ECB-GENEPAGE-23183580	ECB-GENE-23183581	LOC100890501	KEGG:spu:100890501
ECB-GENEPAGE-23183596	ECB-GENE-23183597	LOC575225	KEGG:spu:575225
ECB-GENEPAGE-23183671	ECB-GENE-23183672	LOC581038	KEGG:spu:581038
ECB-GENEPAGE-23183731	ECB-GENE-23183732	LOC581346	KEGG:spu:581346
ECB-GENEPAGE-23183748	ECB-GENE-23183749	eif6	KEGG:spu:579931
ECB-GENEPAGE-23183771	ECB-GENE-23183772	zbtb17l2	KEGG:spu:580113
ECB-GENEPAGE-23183954	ECB-GENE-23183955	LOC581023	KEGG:spu:581023
ECB-GENEPAGE-23183974	ECB-GENE-23183975	LOC580856	KEGG:spu:580856
ECB-GENEPAGE-23184060	ECB-GENE-23184061	LOC753951	KEGG:spu:373337,KEGG:spu:753951
ECB-GENEPAGE-23184076	ECB-GENE-23184077	tmem189	KEGG:spu:593687
ECB-GENEPAGE-23184177	ECB-GENE-23184178	LOC100888790	KEGG:spu:100888790
ECB-GENEPAGE-23184187	ECB-GENE-23184188	LOC578220	KEGG:spu:578220
ECB-GENEPAGE-23184269	ECB-GENE-23184270	LOC587894	KEGG:spu:587894
ECB-GENEPAGE-23184275	ECB-GENE-23184276	LOC581824	KEGG:spu:581824
ECB-GENEPAGE-23184287	ECB-GENE-23184288	LOC100892091	KEGG:spu:100892091
ECB-GENEPAGE-23184341	ECB-GENE-23184342	LOC577148	KEGG:spu:577148
ECB-GENEPAGE-23184379	ECB-GENE-23184380	LOC591737	KEGG:spu:591737
ECB-GENEPAGE-23184607	ECB-GENE-23184608	LOC574587	KEGG:spu:574587
ECB-GENEPAGE-23184617	ECB-GENE-23184618	LOC580155	KEGG:spu:580155
ECB-GENEPAGE-23184710	ECB-GENE-23184711	KIF15	KEGG:spu:373236
ECB-GENEPAGE-23184803	ECB-GENE-23184804	LOC576911	KEGG:spu:576911
ECB-GENEPAGE-23184823	ECB-GENE-23184824	LOC752459	KEGG:spu:752459
ECB-GENEPAGE-23184973	ECB-GENE-23184974	LOC577525	KEGG:spu:577525
ECB-GENEPAGE-23185250	ECB-GENE-23185251	LOC752638	KEGG:spu:752638
ECB-GENEPAGE-23185331	ECB-GENE-23185332	st3gal2	KEGG:spu:590209
ECB-GENEPAGE-23185356	ECB-GENE-23185357	LOC578167	KEGG:spu:578167
ECB-GENEPAGE-23185370	ECB-GENE-23185371	LOC579077	KEGG:spu:579077
ECB-GENEPAGE-23185426	ECB-GENE-23185427	LOC580196	KEGG:spu:580196
ECB-GENEPAGE-23185477	ECB-GENE-23185478	tssk4	KEGG:spu:575157
ECB-GENEPAGE-23185745	ECB-GENE-23185746	pax	KEGG:spu:583610
ECB-GENEPAGE-23185781	ECB-GENE-23185782	ahcy	KEGG:spu:574714
ECB-GENEPAGE-23185793	ECB-GENE-23185794	LOC763415	KEGG:spu:763415
ECB-GENEPAGE-23185800	ECB-GENE-23185801	LOC574839	KEGG:spu:574839
ECB-GENEPAGE-23185838	ECB-GENE-23185839	LOC105446438	KEGG:spu:105446438
ECB-GENEPAGE-23185862	ECB-GENE-23185863	LOC575628	KEGG:spu:575628
ECB-GENEPAGE-23185878	ECB-GENE-23185879	gnal	KEGG:spu:414053
ECB-GENEPAGE-23185962	ECB-GENE-23185963	mylip	KEGG:spu:585541
ECB-GENEPAGE-23186111	ECB-GENE-23186112	LOC586725	KEGG:spu:586725
ECB-GENEPAGE-23186125	ECB-GENE-23186126	SPCA	KEGG:spu:577733
ECB-GENEPAGE-23186229	ECB-GENE-23186230	LOC581143	KEGG:spu:115917952,KEGG:spu:581143
ECB-GENEPAGE-23186251	ECB-GENE-23186252	LOC754285	KEGG:spu:754285
ECB-GENEPAGE-23186294	ECB-GENE-23186295	LOC592567	KEGG:spu:592567
ECB-GENEPAGE-23186308	ECB-GENE-23186309	ccdc113	KEGG:spu:580374
ECB-GENEPAGE-23186313	ECB-GENE-23186314	LOC580433	KEGG:spu:580433
ECB-GENEPAGE-23186360	ECB-GENE-23186361	pgls	KEGG:spu:587057
ECB-GENEPAGE-23186416	ECB-GENE-23186417	LOC576204	KEGG:spu:576204
ECB-GENEPAGE-23186479	ECB-GENE-23186480	LOC105443578	KEGG:spu:105443578
ECB-GENEPAGE-23186579	ECB-GENE-23186580	LOC588026	KEGG:spu:588026
ECB-GENEPAGE-23186661	ECB-GENE-23186662	LOC578047	KEGG:spu:578047
ECB-GENEPAGE-23186822	ECB-GENE-23186823	LOC583170	KEGG:spu:583170
ECB-GENEPAGE-23186884	ECB-GENE-23186885	fars2	KEGG:spu:580714
ECB-GENEPAGE-23186890	ECB-GENE-23186891	znf407	KEGG:spu:580656
ECB-GENEPAGE-23186928	ECB-GENE-23186929	mettl9	KEGG:spu:763143
ECB-GENEPAGE-23186961	ECB-GENE-23186962	snai2	KEGG:spu:378469
ECB-GENEPAGE-23186999	ECB-GENE-23187000	rab2a	KEGG:spu:577200
ECB-GENEPAGE-23187005	ECB-GENE-23187006	LOC577140	KEGG:spu:577140
ECB-GENEPAGE-23187010	ECB-GENE-23187011	LOC100891646	KEGG:spu:100891646
ECB-GENEPAGE-23187099	ECB-GENE-23187100	LOC100889472	KEGG:spu:100889472
ECB-GENEPAGE-23187144	ECB-GENE-23187145	LOC757161	KEGG:spu:757161
ECB-GENEPAGE-23187245	ECB-GENE-23187246	LOC589245	KEGG:spu:589245
ECB-GENEPAGE-23187408	ECB-GENE-23187409	LOC591917	KEGG:spu:591917
ECB-GENEPAGE-23187418	ECB-GENE-23187419	LOC591899	KEGG:spu:591899
ECB-GENEPAGE-23187433	ECB-GENE-23187434	LOC591865	KEGG:spu:591865
ECB-GENEPAGE-23187535	ECB-GENE-23187536	snai1	KEGG:spu:580246
ECB-GENEPAGE-23187555	ECB-GENE-23187556	LOC580369	KEGG:spu:580369
ECB-GENEPAGE-23187741	ECB-GENE-23187742	nudcd1	KEGG:spu:590657
ECB-GENEPAGE-23187777	ECB-GENE-23187778	LOC752967	KEGG:spu:752967
ECB-GENEPAGE-23187829	ECB-GENE-23187830	LOC575602	KEGG:spu:575602
ECB-GENEPAGE-23187843	ECB-GENE-23187844	LOC594134	KEGG:spu:594134
ECB-GENEPAGE-23187849	ECB-GENE-23187850	LOC594128	KEGG:spu:594128
ECB-GENEPAGE-23187864	ECB-GENE-23187865	slc16a12.17	KEGG:spu:752949
ECB-GENEPAGE-23187972	ECB-GENE-23187973	LOC584098	KEGG:spu:584098
ECB-GENEPAGE-23188012	ECB-GENE-23188013	LOC589376	KEGG:spu:589376
ECB-GENEPAGE-23188035	ECB-GENE-23188036	LOC588430	KEGG:spu:588430
ECB-GENEPAGE-23188125	ECB-GENE-23188126	c8orf82	KEGG:spu:579016
ECB-GENEPAGE-23188186	ECB-GENE-23188187	LOC575390	KEGG:spu:575390
ECB-GENEPAGE-23188220	ECB-GENE-23188221	trip13	KEGG:spu:579938
ECB-GENEPAGE-23188278	ECB-GENE-23188279	LOC373458	KEGG:spu:373458
ECB-GENEPAGE-23188401	ECB-GENE-23188402	LOC588071	KEGG:spu:588071
ECB-GENEPAGE-23188526	ECB-GENE-23188527	LOC583920	KEGG:spu:583920
ECB-GENEPAGE-23188555	ECB-GENE-23188556	LOC579682	KEGG:spu:579682
ECB-GENEPAGE-23188565	ECB-GENE-23188566	rprd1b	KEGG:spu:575939
ECB-GENEPAGE-23188703	ECB-GENE-23188704	LOC574625	KEGG:spu:574625
ECB-GENEPAGE-23188711	ECB-GENE-23188712	LOC574686	KEGG:spu:574686
ECB-GENEPAGE-23188717	ECB-GENE-23188718	LOC574750	KEGG:spu:574750
ECB-GENEPAGE-23188776	ECB-GENE-23188777	LOC752632	KEGG:spu:752632
ECB-GENEPAGE-23188826	ECB-GENE-23188827	LOC574860	KEGG:spu:574860
ECB-GENEPAGE-23188989	ECB-GENE-23188990	rpl36	KEGG:spu:574853
ECB-GENEPAGE-23189023	ECB-GENE-23189024	LOC593453	KEGG:spu:593453
ECB-GENEPAGE-23189039	ECB-GENE-23189040	span	KEGG:spu:593517
ECB-GENEPAGE-23189084	ECB-GENE-23189085	dnaaf4	KEGG:spu:582679
ECB-GENEPAGE-23189106	ECB-GENE-23189107	cyb561a3	KEGG:spu:584562
ECB-GENEPAGE-23189153	ECB-GENE-23189154	LOC577300	KEGG:spu:577300
ECB-GENEPAGE-23189300	ECB-GENE-23189301	LOC100890812	KEGG:spu:100890812
ECB-GENEPAGE-23189335	ECB-GENE-23189336	slc35a4	KEGG:spu:100890493
ECB-GENEPAGE-23189411	ECB-GENE-23189412	tcp1	KEGG:spu:582138
ECB-GENEPAGE-23189422	ECB-GENE-23189423	LOC586437	KEGG:spu:586437
ECB-GENEPAGE-23189443	ECB-GENE-23189444	LOC576066	KEGG:spu:576066
ECB-GENEPAGE-23189472	ECB-GENE-23189473	LOC576398	KEGG:spu:576398
ECB-GENEPAGE-23189598	ECB-GENE-23189599	LOC584038	KEGG:spu:584038
ECB-GENEPAGE-23189614	ECB-GENE-23189615	LOC100893812	KEGG:spu:100893812
ECB-GENEPAGE-23189761	ECB-GENE-23189762	foxy	KEGG:spu:373528
ECB-GENEPAGE-23189788	ECB-GENE-23189789	LOC576699	KEGG:spu:576699
ECB-GENEPAGE-23189808	ECB-GENE-23189809	LOC588217	KEGG:spu:588217
ECB-GENEPAGE-23189872	ECB-GENE-23189873	LOC585521	KEGG:spu:585521
ECB-GENEPAGE-23189909	ECB-GENE-23189910	LOC373247	KEGG:spu:373247
ECB-GENEPAGE-23189971	ECB-GENE-23189972	LOC373485	KEGG:spu:373485
ECB-GENEPAGE-23189975	ECB-GENE-23189976	LOC576435	KEGG:spu:576435
ECB-GENEPAGE-23189981	ECB-GENE-23189982	LOC576508	KEGG:spu:576508
ECB-GENEPAGE-23190004	ECB-GENE-23190005	hcn3	KEGG:spu:373363
ECB-GENEPAGE-23190011	ECB-GENE-23190012	LOC576732	KEGG:spu:576732
ECB-GENEPAGE-23190034	ECB-GENE-23190035	LOC100889271	KEGG:spu:100889271
ECB-GENEPAGE-23190044	ECB-GENE-23190045	LOC580708	KEGG:spu:580708
ECB-GENEPAGE-23190197	ECB-GENE-23190198	LOC576097	KEGG:spu:576097
ECB-GENEPAGE-23190271	ECB-GENE-23190272	LOC754680	KEGG:spu:754680
ECB-GENEPAGE-23190277	ECB-GENE-23190278	LOC105438491	KEGG:spu:105438491
ECB-GENEPAGE-23190294	ECB-GENE-23190295	glmp	KEGG:spu:581573
ECB-GENEPAGE-23190313	ECB-GENE-23190314	LOC577004	KEGG:spu:577004
ECB-GENEPAGE-23190329	ECB-GENE-23190330	creb3l3	KEGG:spu:585495
ECB-GENEPAGE-23190337	ECB-GENE-23190338	LOC585461	KEGG:spu:585461
